ID;URI;German Name;German Synonyms;English Name;English Synonyms;Wikidata ID;GND ID (male);GND ID (female);GND ID (group);AAT ID;Parent Role;German Breadcrumb;English Breadcrumb;"Pre-selects ""ist Urheber:in"" automatically";"Pre-selects ""besitzt Leistungsschutzrechte"" automatically"
1;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-1;1. Kameraassistenz;1. Kameraassistentin,1. Kameraassistent;1st assistant camera;camera operator,focus puller;Q1639269;1037660862;1037660951;;;;1. Kameraassistenz;1st assistant camera;0;0
2;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-2;2. Kameraassistenz;2. Kamerassistentin,2.  Kamerassistent;2nd assistant camera;clapper loader,film loader;Q834381;1037660862;1037660951;;;;2. Kameraassistenz;2nd assistant camera;0;0
3;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-3;Absolvent:in;Absolventin,Absolvent;graduate;;Q508719;4191664-5;4273631-6;;300197559;;Absolvent:in;graduate;0;0
4;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-4;Agent:in;Künstleragentin,Künstleragent,Musikagentin,Musikagent,Agentin,Agent;agent;booking agent,talent agent;Q1344174;;;;300443852;;Agent:in;agent;0;0
5;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-5;Amateur:in;Amateurin,Amateur;amateur;;Q455595;4142161-9;;;;;Amateur:in;amateur;0;0
6;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-6;Animation;Animator,Animateurin;animation;;Q266569;1037485300;1037485815;;300025646;;Animation:in;animation;0;0
7;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-7;Anthropolog:in;Menschenkundlerin,Menschenkundler,Anthropologin,Anthropologe;anthropologist;;Q4773904;4142642-3;4254397-6;;;;Anthropolog:in;anthropologist;0;0
8;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-8;Archäolog:in;Archäologin,Archäologe;archaeologist;;Q3621491;4191824-1;4361365-2;;300025486;;Archäolog:in;archaeologist;0;0
9;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-9;Archivar:in;Archivarin,Archivar;archivist;;Q635734;4002865-3;4874302-1;;300162133;;Archivar:in;archivist;0;0
10;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-10;Arrangeur:in;Arrangeurin,Arrangeur;music arranger;;Q1643514;4604119-9;7712885-0;;;;Arrangeur:in;music arranger;0;0
11;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-11;Arzt/Ärztin;Medizinerin,Mediziner;physician;medical doctor;Q39631;4003157-3;4140665-5;;300025809;;Arzt/Ärztin;physician;0;0
12;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-12;Augenarzt/Augenärztin;Ophthalmologin,Ophthalmologe,oculist;ophthalmologist;;Q12013238;4003579-7;7555959-6;;300237241;11;Arzt/Ärztin > Augenarzt/Augenärztin;physician > ophthalmologist;0;0
13;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-13;Assistent:in;Assistentin,Assistent;assistant;;Q23835475;4348052-4;1077104391;;;;Assistent:in;assistant;0;0
14;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-14;Aufnahmeexpert:in;Aufnahmeexpertin,Aufnahmeexperte;recording expert;;Q123096251;;;;;;Aufnahmeexpert:in;recording expert;0;0
15;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-15;Aufnahmeleiter:in;Aufnahmeleitung,Aufnahmeleiterin,Aufnahmeleiter;recording supervisor;;Q18535215;4402399-6;1031802835;;;;Aufnahmeleiter:in;recording supervisor;0;0
16;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-16;Tonmeister:in;Tonmeisterin,Tonmeister;tonmeister;recording producer,balance engineer;Q2442108;4375554-9;7859952-0;;;15;Aufnahmeleiter:in > Tonmeister:in;recording supervisor > tonmeister;0;0
17;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-17;Auftraggeber:in;Auftraggeberin,Auftraggeber;commissioner;;Q760086;4143425-0;1097662985;;300400903;;Auftraggeber:in;commissioner;0;0
18;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-18;Autor:in;Verfasserin,Verfasser,Buchautorin,Buchautor,Schriftstellerin,Schriftsteller,Autorin,Autor;author;;Q482980;4003982-1;4258697-5;;300025492;;Autor:in;author;1;0
19;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-19;Dramatiker:in;Theaterautorin,Theaterautor,Dramenschreiberin,Dramenschreiber,Dramatikerin,Dramatiker;playwright;dramatist;Q214917;4140241-8;4123077-2;;300417553;18;Autor:in > Dramatiker:in;author > playwright;1;0
20;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-20;Romanautor:in;Romancière,Romancier,Romanautorin,Romanautor;novelist;;Q6625963;4124076-5;4178446-7;;300179382;18;Autor:in > Romanautor:in;author > novelist;1;0
21;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-21;Ballettmeister:in;Maître de Ballet,Directeur da la Danse,Ballettmeisterin,Ballettmeister;ballet master;;Q805253;;;;;;Ballettmeister:in;ballet master;0;0
22;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-22;Bankbeamt:in;Bankerin,Banker,Bankbeamtin,Bankbeamter;bank officer;;Q806717;;;;;;Bankbeamt:in;bank officer;0;0
23;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-23;Barbetreiber:in;Barbetreiberin,Barbetreiber;bar manager;bar owner;Q87282152;;;;;;Barbetreiber:in;bar manager;0;0
24;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-24;Beleuchter:in;Oberbeleuchterin,Oberbeleuchter,Beleuchterin,Beleuchter;lighting technician;gaffer;Q1424726;1037661850;1037661907;;;;Beleuchter:in;lighting technician;0;0
25;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-25;Bergbauingenieur:in;Bergingenieurin,Bergingenieur,Bergbauingenieurin,Bergbauingenieur;mining engineer;;Q18524075;4548714-5;1163485624;;300417568;;Bergbauingenieur:in;mining engineer;0;0
26;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-26;Besitzer:in;Besitzerin,Besitzer;possessor;owner;Q57575097;4144900-9;1207770906;;300203630;;Besitzer:in;possessor;0;0
27;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-27;Betreuer:in;Betreuerin,Betreuer,betreuende Hochschullehrerin,betreuender Hochschullehrer,akademische Betreuung;academic supervisor;;Q1622272;;;;;;Betreuer:in;academic supervisor;0;0
28;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-28;Bibliothekar:in;Bibliothekarin,Bibliothekar;librarian;;Q182436;4145258-6;4145264-1;;300025555;;Bibliothekar:in;librarian;0;0
29;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-29;Bildgestalter:in;Kameramann,Kamerafrau,Bildgestalterin,Bildgestalter;cinematographer;DoP;Q222344;4029412-2;4493238-8;;300025650;;Bildgestalter:in;cinematographer;1;0
30;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-30;Blechbläser:in;Blechbläserin,Blechbläser;brass player;;Q25829748;4126730-8;7852283-3;;;;Blechbläser:in;brass player;0;1
31;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-31;Hornist:in;Hornistin,Hornist;hornist;;Q19729565;4712307-2;7553331-5;;;30;Blechbläser:in > Hornist:in;brass player > hornist;0;1
32;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-32;Kornettist:in;Kornettistin,Kornettist;cornetist;;Q24574678;7553341-8;7553340-6;;;30;Blechbläser:in > Kornettist:in;brass player > cornetist;0;1
33;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-33;Posaunist:in;Posaunistin,Posaunist;trombonist;;Q544972;4351420-0;7540272-5;;;30;Blechbläser:in > Posaunist:in;brass player > trombonist;0;1
34;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-34;Trompeter:in;Trompeterin,Trompeter;trumpeter;;Q12377274;4462762-2;7553287-6;;300235064;30;Blechbläser:in > Trompeter:in;brass player > trumpeter;0;1
35;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-35;Tubist:in;Tubaspielerin,Tubaspieler,Tubistin,Tubist;tuba player;tubist,tubaist;Q16156383;7553291-8;7553290-6;;;30;Blechbläser:in > Tubist:in;brass player > tuba player;0;1
36;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-36;Zinkenist:in;Zinkenistin,Zinkenist;cornettist;;Q59139094;7628941-2;;;;30;Blechbläser:in > Zinkenist:in;brass player > cornettist;0;1
37;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-37;Buchhalter:in;Buchhalterin,Buchhalter;bookkeeper;accounting clerk;Q56224063;4122969-1;7586536-1;;300024985;;Buchhalter:in;bookkeeper;0;0
38;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-38;Bühnenbildner:in;Szenograf,Bühnenbildnerin,Bühnenbildner;scenographer;stage designer,set designer;Q2707485;4122089-4;7614391-0;;300025681;;Bühnenbildner:in;scenographer;0;0
39;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-39;Bühnenregisseur:in;Bühnenregisseurin,Bühnenregisseur,Theaterregisseurin,Theaterregisseur;theatrical director;stage director,theatre director,theater director;Q3387717;4185053-1;4469908-6;;;;Bühnenregisseur:in;theatrical director;0;1
40;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-40;Bühnentechniker:in;Bühnentechnikerin,Bühnentechniker;theatrical technician;;Q1020621;4485037-2;;;;;Bühnentechniker:in;theatrical technician;0;0
41;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-41;Choreograf:in;Choreografin,Choreograf;choreographer;;Q2490358;4277171-7;4637659-8;;300025649;;Choreograf:in;choreographer;1;0
42;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-42;Co-Autor:in;Co-Autorin,Co-Autor;co-author;;Q15735983;;;;;;Co-Autor:in;co-author;0;0
43;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-43;Colour Grading;Farbkorrektur;colour grading;color grading;Q1396390;;;;;;Colour Grading;colour grading;0;0
44;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-44;Designer:in;Gestalter,Gestalterin,Designerin,Designer;designer;;Q5322166;4149173-7;4425811-2;;300025190;;Designer:in;designer;0;0
45;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-45;Dichterkomponist:in;Dichterkomponistin,Dichterkomponist;poet-composer;;Q104704532;;;;;;Dichterkomponist:in;poet-composer;1;0
46;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-46;Digitalisierer:in;Digitalisiererin,Digitalisierer;digitisation officer;;Q123094923;;;;;;Digitalisierer:in;digitisation officer;0;0
