ID;URI;English Name;German Name;Parent Organisational Unit;German Breadcrumb;English Breadcrumb;German Description;English Description
1;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-1;Folkwang University of the Arts;Folkwang Universität der Künste;;Folkwang Universität der Künste;Folkwang University of the Arts;;
2;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-2;German-French Musicology Study Programme (B.A./Licence des Artes et Sciences humaines);Deutsch-französischer Studiengang Musikwissenschaft (B.A./Licence des Artes et Sciences humaines);1;Folkwang Universität der Künste > Deutsch-französischer Studiengang Musikwissenschaft (B.A./Licence des Artes et Sciences humaines);Folkwang University of the Arts > German-French Musicology Study Programme (B.A./Licence des Artes et Sciences humaines);;
3;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-3;Concert Study Course of Excellence;Exzellenzstudiengang Konzertexamen (Zertifikat);1;Folkwang Universität der Künste > Exzellenzstudiengang Konzertexamen (Zertifikat);Folkwang University of the Arts > Concert Study Course of Excellence;;
4;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-4;Diploma Programme Physical Theatre (Artist Diploma);Diplomstudiengang Physical Theatre (Artist Diploma);1;Folkwang Universität der Künste > Diplomstudiengang Physical Theatre (Artist Diploma);Folkwang University of the Arts > Diploma Programme Physical Theatre (Artist Diploma);;
5;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-5;Diploma Programme Directing (Artist Diploma);Diplomstudiengang Regie (Artist Diploma);1;Folkwang Universität der Künste > Diplomstudiengang Regie (Artist Diploma);Folkwang University of the Arts > Diploma Programme Directing (Artist Diploma);;
6;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-6;Diploma Programme Acting (Artist Diploma);Diplomstudiengang Schauspiel (Artist Diploma);1;Folkwang Universität der Künste > Diplomstudiengang Schauspiel (Artist Diploma);Folkwang University of the Arts > Diploma Programme Acting (Artist Diploma);;
7;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-7;Institute for Computer Music and Electronic Media;Institut für Computermusik und Elektronische Medien;1;Folkwang Universität der Künste > Institut für Computermusik und Elektronische Medien;Folkwang University of the Arts > Institute for Computer Music and Electronic Media;;
8;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-8;Institute for Gregorian Chant;Institut für Gregorianik;1;Folkwang Universität der Künste > Institut für Gregorianik;Folkwang University of the Arts > Institute for Gregorian Chant;;
9;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-9;Institute for Art and Design Science;Institut für Kunst- und Designwissenschaft;1;Folkwang Universität der Künste > Institut für Kunst- und Designwissenschaft;Folkwang University of the Arts > Institute for Art and Design Science;;
10;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-10;Institute for the Promotion of Young Artists | folkwang junior ;Institut für künstlerische Nachwuchsförderung | folkwang junior;1;Folkwang Universität der Künste > Institut für künstlerische Nachwuchsförderung | folkwang junior;Folkwang University of the Arts > Institute for the Promotion of Young Artists | folkwang junior ;;
11;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-11;Institute for Popular Music;Institut für Pop-Musik;1;Folkwang Universität der Künste > Institut für Pop-Musik;Folkwang University of the Arts > Institute for Popular Music;;
12;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-12;Institute for Contemporary Dance;Institut für Zeitgenössischen Tanz;1;Folkwang Universität der Künste > Institut für Zeitgenössischen Tanz;Folkwang University of the Arts > Institute for Contemporary Dance;;
13;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-13;Study Programme Design Futures (M.A.);Studiengang Design Futures (M.A.);1;Folkwang Universität der Künste > Studiengang Design Futures (M.A.);Folkwang University of the Arts > Study Programme Design Futures (M.A.);;
14;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-14;Study Programme Photography (B.A.);Studiengang Fotografie (B.A.);1;Folkwang Universität der Künste > Studiengang Fotografie (B.A.);Folkwang University of the Arts > Study Programme Photography (B.A.);;
15;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-15;Study Programme Voice | Music Theatre (B.Mus.);Studiengang Gesang | Musiktheater (B.Mus.);1;Folkwang Universität der Künste > Studiengang Gesang | Musiktheater (B.Mus.);Folkwang University of the Arts > Study Programme Voice | Music Theatre (B.Mus.);;
16;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-16;Study Programme Gregorian Chant (Certificate);Studiengang Gregorianik (Zertifikat);1;Folkwang Universität der Künste > Studiengang Gregorianik (Zertifikat);Folkwang University of the Arts > Study Programme Gregorian Chant (Certificate);;
17;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-17;Study Programme Instrumental Training (B.A.);Studiengang Instrumentalausbildung (B.Mus.);1;Folkwang Universität der Künste > Studiengang Instrumentalausbildung (B.Mus.);Folkwang University of the Arts > Study Programme Instrumental Training (B.A.);;
18;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-18;Study Programme Integrative Composition (M.Mus.);Studiengang Integrative Komposition (M.Mus.);1;Folkwang Universität der Künste > Studiengang Integrative Komposition (M.Mus.);Folkwang University of the Arts > Study Programme Integrative Composition (M.Mus.);;
19;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-19;Study Programme Integrative Music Theory (M.Mus.);Studiengang Integrative Musiktheorie (M.Mus.);1;Folkwang Universität der Künste > Studiengang Integrative Musiktheorie (M.Mus.);Folkwang University of the Arts > Study Programme Integrative Music Theory (M.Mus.);;
20;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-20;Study Programme Jazz | Artist Producer (M.Mus.);Studiengang Jazz | Artist Producer (M.Mus.);1;Folkwang Universität der Künste > Studiengang Jazz | Artist Producer (M.Mus.);Folkwang University of the Arts > Study Programme Jazz | Artist Producer (M.Mus.);;
21;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-21;Study Programme Jazz | Improvising Artist (M.Mus.);Studiengang Jazz | Improvising Artist (M.Mus.);1;Folkwang Universität der Künste > Studiengang Jazz | Improvising Artist (M.Mus.);Folkwang University of the Arts > Study Programme Jazz | Improvising Artist (M.Mus.);;
22;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-22;Study Programme Jazz | Performing Artist (B.Mus.);Studiengang Jazz | Performing Artist (B.Mus.);1;Folkwang Universität der Künste > Studiengang Jazz | Performing Artist (B.Mus.);Folkwang University of the Arts > Study Programme Jazz | Performing Artist (B.Mus.);;
23;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-23;Study Programme Communication Design (B.A.);Studiengang Kommunikationsdesign (B.A.);1;Folkwang Universität der Künste > Studiengang Kommunikationsdesign (B.A.);Folkwang University of the Arts > Study Programme Communication Design (B.A.);;
24;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-24;Study Programme Communication Design (M.A.);Studiengang Kommunikationsdesign (M.A.);1;Folkwang Universität der Künste > Studiengang Kommunikationsdesign (M.A.);Folkwang University of the Arts > Study Programme Communication Design (M.A.);;
25;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-25;Study Programme Music Teaching (B.A.);Studiengang Lehramt Musik (B.A.);1;Folkwang Universität der Künste > Studiengang Lehramt Musik (B.A.);Folkwang University of the Arts > Study Programme Music Teaching (B.A.);;
26;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-26;Study Programme Music Teaching (M.Ed.);Studiengang Lehramt Musik (M.Ed.);1;Folkwang Universität der Künste > Studiengang Lehramt Musik (M.Ed.);Folkwang University of the Arts > Study Programme Music Teaching (M.Ed.);;
27;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-27;Study Programme Directing of Vocal Ensembles (M.Mus.);Studiengang Leitung vokaler Ensembles (M.Mus.);1;Folkwang Universität der Künste > Studiengang Leitung vokaler Ensembles (M.Mus.);Folkwang University of the Arts > Study Programme Directing of Vocal Ensembles (M.Mus.);;
28;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-28;Study Programme Musical (B.A.);Studiengang Musical (B.A.);1;Folkwang Universität der Künste > Studiengang Musical (B.A.);Folkwang University of the Arts > Study Programme Musical (B.A.);;
29;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-29;Study Programme Music of the Middle Ages (M.Mus.);Studiengang Musik des Mittelalters (M.Mus.);1;Folkwang Universität der Künste > Studiengang Musik des Mittelalters (M.Mus.);Folkwang University of the Arts > Study Programme Music of the Middle Ages (M.Mus.);;
30;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-30;Study Programme Music Pedagogy (B.A.);Studiengang Musikpädagogik (B.A.);1;Folkwang Universität der Künste > Studiengang Musikpädagogik (B.A.);Folkwang University of the Arts > Study Programme Music Pedagogy (B.A.);;
31;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-31;Study Programme Musicology (B. A./Dual-subject Bachelor);Studiengang Musikwissenschaft (B.A./Zwei-Fach-Bachelor);1;Folkwang Universität der Künste > Studiengang Musikwissenschaft (B.A./Zwei-Fach-Bachelor);Folkwang University of the Arts > Study Programme Musicology (B. A./Dual-subject Bachelor);;
32;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-32;Study Programme Musicology (M.A.);Studiengang Musikwissenschaft (M.A.);1;Folkwang Universität der Künste > Studiengang Musikwissenschaft (M.A.);Folkwang University of the Arts > Study Programme Musicology (M.A.);;
33;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-33;Study Programme Orchestral Performance (M.Mus.);Studiengang Orchesterspiel (M.Mus.);1;Folkwang Universität der Künste > Studiengang Orchesterspiel (M.Mus.);Folkwang University of the Arts > Study Programme Orchestral Performance (M.Mus.);;
34;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-34;Study Programme Photography Studies and Practice (M.A.);Studiengang Photography Studies and Practice (M.A.);1;Folkwang Universität der Künste > Studiengang Photography Studies and Practice (M.A.);Folkwang University of the Arts > Study Programme Photography Studies and Practice (M.A.);;
35;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-35;Study Programme Photography Studies and Research (M.A.);Studiengang Photography Studies and Research (M.A.);1;Folkwang Universität der Künste > Studiengang Photography Studies and Research (M.A.);Folkwang University of the Arts > Study Programme Photography Studies and Research (M.A.);;
36;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-36;Study Programme Popular Music (M.Mus.);Studiengang Populäre Musik (M.Mus.);1;Folkwang Universität der Künste > Studiengang Populäre Musik (M.Mus.);Folkwang University of the Arts > Study Programme Popular Music (M.Mus.);;
37;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-37;Study Programme Product Design (B.A.);Studiengang Product Design (B.A.);1;Folkwang Universität der Künste > Studiengang Product Design (B.A.);Folkwang University of the Arts > Study Programme Product Design (B.A.);;
38;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-38;Study Programme Media Creation (M.A.);Studiengang Professional Media Creation (M.A.);1;Folkwang Universität der Künste > Studiengang Professional Media Creation (M.A.);Folkwang University of the Arts > Study Programme Media Creation (M.A.);;
39;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-39;Study Programme Profession Performance (M.Mus.);Studiengang Professionelle Performance (M.Mus.);1;Folkwang Universität der Künste > Studiengang Professionelle Performance (M.Mus.);Folkwang University of the Arts > Study Programme Profession Performance (M.Mus.);;
40;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-40;Study Programme Dance Composition | Movement Notation/Movement Analysis (M.A.);Studiengang Tanzkomposition | Bewegungsnotation/Bewegungsanalyse (M.A.);1;Folkwang Universität der Künste > Studiengang Tanzkomposition | Bewegungsnotation/Bewegungsanalyse (M.A.);Folkwang University of the Arts > Study Programme Dance Composition | Movement Notation/Movement Analysis (M.A.);;
41;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-41;Study Programme Dance Composition | Choreography (M.A.);Studiengang Tanzkomposition | Choreographie (M.A.);1;Folkwang Universität der Künste > Studiengang Tanzkomposition | Choreographie (M.A.);Folkwang University of the Arts > Study Programme Dance Composition | Choreography (M.A.);;
42;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-42;Study Programme Dance Composition | Interpreatation (M.A.);Studiengang Tanzkomposition | Interpretation (M.A.);1;Folkwang Universität der Künste > Studiengang Tanzkomposition | Interpretation (M.A.);Folkwang University of the Arts > Study Programme Dance Composition | Interpreatation (M.A.);;
43;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-43;Study Programme Dance Padagogy for Artistic Dance (M.A.);Studiengang Tanzpädagogik für künstlerischen Tanz (M.A.);1;Folkwang Universität der Künste > Studiengang Tanzpädagogik für künstlerischen Tanz (M.A.);Folkwang University of the Arts > Study Programme Dance Padagogy for Artistic Dance (M.A.);;
44;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-44;Hochschule für Musik Detmold;Hochschule für Musik Detmold;;Hochschule für Musik Detmold;Hochschule für Musik Detmold;;
45;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-45;Detmold Young Students' Institute;Detmolder Jungstudierenden-Institut;44;Hochschule für Musik Detmold > Detmolder Jungstudierenden-Institut;Hochschule für Musik Detmold > Detmold Young Students' Institute;;
46;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-46;Doctoral Programme Audiovisual Arts Computing (Dr. phil, Dr. Ing);Promotionsstudiengang Audiovisual Arts Computing (Dr.phil, Dr.- Ing);44;Hochschule für Musik Detmold > Promotionsstudiengang Audiovisual Arts Computing (Dr.phil, Dr.- Ing);Hochschule für Musik Detmold > Doctoral Programme Audiovisual Arts Computing (Dr. phil, Dr. Ing);;
47;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-47;Doctoral Programme Music Acoustics (Dr.);Promotionsstudiengang Musikalische Akustik (Dr.);44;Hochschule für Musik Detmold > Promotionsstudiengang Musikalische Akustik (Dr.);Hochschule für Musik Detmold > Doctoral Programme Music Acoustics (Dr.);;
48;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-48;Doctoral Programme Musicology (Dr. Phil.);Promotionsstudiengang Musikwissenschaft (Dr.phil);44;Hochschule für Musik Detmold > Promotionsstudiengang Musikwissenschaft (Dr.phil);Hochschule für Musik Detmold > Doctoral Programme Musicology (Dr. Phil.);;
49;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-49;Study Programme Bachelor of Music | Protestant Church Music  (B. Mus.);Studiengang Bachelor of Music | Evangelsiche Kirchenmusik (B. Mus.);44;Hochschule für Musik Detmold > Studiengang Bachelor of Music | Evangelsiche Kirchenmusik (B. Mus.);Hochschule für Musik Detmold > Study Programme Bachelor of Music | Protestant Church Music  (B. Mus.);;
50;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-50;Study Programme Bachelor of Music | Freelance Musician (B.Mus.);Studiengang Bachelor of Music | Freischaffender Musiker (B. Mus.);44;Hochschule für Musik Detmold > Studiengang Bachelor of Music | Freischaffender Musiker (B. Mus.);Hochschule für Musik Detmold > Study Programme Bachelor of Music | Freelance Musician (B.Mus.);;
51;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-51;Study Programme Bachelor of Music | Catholic Church Music (B. Mus.);Studiengang Bachelor of Music | Katholische Kirchenmusik (B. Mus.);44;Hochschule für Musik Detmold > Studiengang Bachelor of Music | Katholische Kirchenmusik (B. Mus.);Hochschule für Musik Detmold > Study Programme Bachelor of Music | Catholic Church Music (B. Mus.);;
52;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-52;Study Programme Bachelor of Music | Orchesteral Musician (B. Mus.);Studiengang Bachelor of Music | Orchestermusiker (B. Mus.);44;Hochschule für Musik Detmold > Studiengang Bachelor of Music | Orchestermusiker (B. Mus.);Hochschule für Musik Detmold > Study Programme Bachelor of Music | Orchesteral Musician (B. Mus.);;
53;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-53;Study Programme Master of Music | Accordion | Chamber Music (M.Mus.);Studiengang Master of Music | Akkordion | Kammermusik (M.Mus.);44;Hochschule für Musik Detmold > Studiengang Master of Music | Akkordion | Kammermusik (M.Mus.);Hochschule für Musik Detmold > Study Programme Master of Music | Accordion | Chamber Music (M.Mus.);;
54;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-54;Study Programme Master of Music | Accordion | Music and Musicology (M.Mus.);Studiengang Master of Music | Akkordion | Musik und Wissenschaft (M.Mus.);44;Hochschule für Musik Detmold > Studiengang Master of Music | Akkordion | Musik und Wissenschaft (M.Mus.);Hochschule für Musik Detmold > Study Programme Master of Music | Accordion | Music and Musicology (M.Mus.);;
55;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-55;Study Programme Master of Music | Accordion | Solist (M.Mus.);Studiengang Master of Music | Akkordion | Solist (M.Mus.);44;Hochschule für Musik Detmold > Studiengang Master of Music | Akkordion | Solist (M.Mus.);Hochschule für Musik Detmold > Study Programme Master of Music | Accordion | Solist (M.Mus.);;
56;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-56;Study Programme Master of Music | Recorder | Chamber Music (M.Mus.);Studiengang Master of Music | Blockflöte | Kammermusik (M.Mus.);44;Hochschule für Musik Detmold > Studiengang Master of Music | Blockflöte | Kammermusik (M.Mus.);Hochschule für Musik Detmold > Study Programme Master of Music | Recorder | Chamber Music (M.Mus.);;
57;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-57;Study Programme Master of Music | Recorder | Music and Musicology (M.Mus.);Studiengang Master of Music | Blockflöte | Musik und Wissenschaft (M.Mus.);44;Hochschule für Musik Detmold > Studiengang Master of Music | Blockflöte | Musik und Wissenschaft (M.Mus.);Hochschule für Musik Detmold > Study Programme Master of Music | Recorder | Music and Musicology (M.Mus.);;
58;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-58;Study Programme Master of Music | Recorder | Solist (M.Mus.);Studiengang Master of Music | Blockflöte | Solist (M.Mus.);44;Hochschule für Musik Detmold > Studiengang Master of Music | Blockflöte | Solist (M.Mus.);Hochschule für Musik Detmold > Study Programme Master of Music | Recorder | Solist (M.Mus.);;
59;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/organisational-units#organisational-unit-59;Study Programme Master of Music | Protestant Church Music (M.Mus.);Studiengang Master of Music | Evangelische Kirchenmusik (M.Mus.);44;Hochschule für Musik Detmold > Studiengang Master of Music | Evangelische Kirchenmusik (M.Mus.);Hochschule für Musik Detmold > Study Programme Master of Music | Protestant Church Music (M.Mus.);;
